event_id,date,state,latitude,longitude,rainfall_24h,soil_moisture,landslide
non_7972,2015-07-29,Mizoram,23.4495,92.8112,1.3,0.406,0
6971,2015-06-09,Arunachal Pradesh,27.0987,93.816,62.9,0.429,1
non_2113,2010-07-11,Sikkim,27.3773,88.559,53.9,0.429,0
non_6112,2014-07-18,Assam,26.1964,91.7652,4.5,0.454,0
869,2008-10-29,Assam,27.2333,94.1167,0.0,0.355,1
non_6288,2014-09-02,Assam,26.1985,91.7998,55.8,0.485,0
78,2007-05-23,Sikkim,27.3383,88.6069,15.8,0.425,1
9334,2016-05-18,Assam,24.5204,92.7264,28.0,0.42,1
4424,2012-06-20,Assam,26.149,91.7351,46.1,0.482,1
non_7334,2015-08-08,Arunachal Pradesh,28.1737,94.7596,44.4,0.429,0
non_4446,2012-06-05,Arunachal Pradesh,28.9986,94.8885,69.1,0.429,0
non_755,2008-08-18,Sikkim,27.337,88.609,76.1,0.432,0
2420,2010-09-13,Mizoram,23.72988966,92.71495623,14.2,0.421,1
non_2575,2010-09-19,Assam,25.5242,92.9914,44.6,0.482,0
non_9619,2016-10-30,Sikkim,27.1695,88.3664,2.1,0.412,0
non_7728,2015-07-23,Assam,26.1028,91.8806,28.2,0.481,0
non_7364,2015-08-20,Manipur,24.819,94.3551,63.1,0.429,0
6775,2015-02-14,Assam,26.1468,91.6469,0.3,0.249,1
7665,2015-08-11,Manipur,24.7016,93.5291,4.7,0.413,1
2205,2010-08-06,Mizoram,23.7365,92.7146,17.2,0.422,1
non_5430,2013-08-02,Manipur,24.9037,93.487,3.7,0.397,0
non_6214,2014-11-04,Meghalaya,25.9702,91.8587,0.0,0.438,0
non_2164,2010-07-09,Manipur,25.3098633,94.48214677,27.7,0.464,0
non_6213,2014-09-14,Meghalaya,25.8143,90.5763,4.7,0.467,0
non_7374,2015-08-21,Manipur,25.1122,94.3591,15.8,0.423,0
non_6143,2014-08-13,Mizoram,23.7327,92.7463,19.1,0.425,0
non_7887,2015-09-05,Arunachal Pradesh,27.8835,96.9262,12.6,0.425,0
non_1108,2009-09-19,Assam,24.9925,93.5,9.4,0.426,0
2568,2010-10-08,Assam,24.7679,93.4108,29.9,0.429,1
3805,2011-07-19,Sikkim,27.05374234,88.42572376,140.2,0.431,1
4377,2012-06-02,Assam,26.1475,91.7356,19.2,0.488,1
264,2007-09-13,Assam,26.1833,91.8,6.7,0.485,1
non_7706,2015-08-09,Meghalaya,25.0728,92.3636,66.6,0.466,0
7214,2015-07-15,Arunachal Pradesh,27.36,93.0385,88.3,0.427,1
non_2283,2010-08-29,Manipur,24.8961,93.4957,4.4,0.419,0
non_6971,2015-06-29,Arunachal Pradesh,27.0987,93.816,62.9,0.429,0
2567,2010-10-08,Manipur,25.6633,94.4703,26.2,0.49,1
4908,2013-06-08,Sikkim,27.3721,88.708,16.4,0.428,1
non_7660,2015-07-28,Nagaland,25.6237,94.1136,13.2,0.499,0
7370,2015-08-01,Manipur,24.1419,94.1078,17.3,0.473,1
non_211,2007-09-05,Manipur,24.9667,93.55,68.7,0.427,0
non_6331,2014-08-24,Nagaland,25.9466,94.6279,5.4,0.5,0
6288,2014-09-22,Assam,26.1985,91.7998,55.8,0.485,1
non_4426,2012-06-07,Assam,26.1226,91.7162,53.8,0.481,0
6106,2014-06-26,Assam,26.1407,91.7645,27.8,0.492,1
7336,2015-08-19,Meghalaya,25.2193,90.5549,58.0,0.479,1
1755,2010-04-17,Sikkim,27.3341,88.6083,4.7,0.388,1
non_1112,2009-08-10,Sikkim,27.1761,88.5287,43.3,0.426,0
non_4857,2013-05-31,Mizoram,23.7281,92.7175,6.4,0.397,0
non_7372,2015-07-11,Manipur,25.0634,94.3415,52.0,0.453,0
6293,2014-10-20,Meghalaya,25.5006,90.0896,0.2,0.434,1
non_7373,2015-08-16,Manipur,24.9111,94.4759,10.6,0.423,0
non_4383,2012-05-04,Assam,25.3056,93.1265,148.6,0.476,0
6143,2014-07-14,Mizoram,23.7327,92.7463,19.1,0.425,1
non_4394,2012-05-18,Sikkim,27.1748,88.6458,3.5,0.379,0
non_2424,2010-09-03,Mizoram,23.591,92.9296,15.4,0.424,0
9604,2016-10-12,Sikkim,27.2676,88.2891,121.6,0.425,1
2424,2010-09-13,Mizoram,23.591,92.9296,15.4,0.424,1
non_869,2008-11-18,Assam,27.2333,94.1167,0.0,0.355,0
7373,2015-08-01,Manipur,24.9111,94.4759,10.6,0.423,1
non_6107,2014-06-11,Assam,26.1844,91.7896,27.8,0.477,0
non_587,2008-07-05,Assam,27.2298,94.0989,1.8,0.395,0
2166,2010-07-29,Assam,24.9786,93.5027,35.6,0.426,1
non_2422,2010-09-03,Mizoram,23.74182634,92.7141905,14.2,0.421,0
non_7267,2015-08-06,Manipur,25.3908,94.0926,21.8,0.493,0
2140,2010-07-25,Assam,25.0477,92.801,9.3,0.462,1
non_9338,2016-06-02,Assam,24.4638,92.4943,31.7,0.427,0
non_2573,2010-09-09,Assam,25.1796,93.0083,57.9,0.487,0
non_9186,2016-06-25,Manipur,25.48,94.1383,16.6,0.489,0
7267,2015-07-22,Manipur,25.3908,94.0926,21.8,0.493,1
9124,2016-07-19,Meghalaya,25.203,90.5573,16.6,0.466,1
non_7933,2015-08-02,Assam,26.1868,91.6739,35.3,0.473,0
258,2007-09-11,Manipur,24.4279,94.0564,5.0,0.432,1
non_6786,2015-03-11,Assam,24.6108,92.562,0.7,0.132,0
8996,2016-07-14,Assam,26.1768,91.7702,10.0,0.492,1
non_3532,2011-06-03,Assam,25.0888,92.8551,17.3,0.48,0
4378,2012-06-02,Arunachal Pradesh,28.8254,96.1517,22.9,0.428,1
non_6282,2014-09-12,Assam,26.1097,91.7747,37.1,0.482,0
9232,2016-07-28,Mizoram,23.5397,93.3783,3.1,0.412,1
8366,2015-09-23,Meghalaya,25.583,91.893,50.4,0.483,1
2283,2010-08-19,Manipur,24.8961,93.4957,4.4,0.419,1
7279,2015-07-24,Manipur,24.9818,93.5142,20.2,0.427,1
non_6284,2014-08-23,Assam,26.1324,91.8342,55.8,0.482,0
7910,2015-08-01,Manipur,24.3481,94.1146,17.3,0.435,1
non_7370,2015-07-02,Manipur,24.1419,94.1078,17.3,0.473,0
3560,2011-05-31,Manipur,24.8286,93.5935,23.2,0.442,1
non_6283,2014-09-07,Assam,26.1314,91.7548,55.8,0.482,0
non_1994,2010-06-06,Assam,25.0633,92.8025,12.2,0.497,0
5250,2013-08-01,Arunachal Pradesh,27.8837,93.0515,17.7,0.42,1
non_3983,2011-09-08,Assam,26.1548,91.7351,12.4,0.492,0
non_3556,2011-06-20,Manipur,25.1555,93.8474,93.7,0.428,0
5582,2013-10-06,Assam,26.1309,91.8383,24.5,0.501,1
non_2140,2010-07-05,Assam,25.0477,92.801,9.3,0.462,0
non_7369,2015-07-22,Manipur,24.1988,94.1016,17.3,0.428,0
non_3738,2011-07-21,Manipur,24.8063,93.9482,0.8,0.487,0
non_4858,2013-04-21,Assam,26.1662,91.7138,21.7,0.494,0
non_9405,2016-03-30,Nagaland,26.7223,95.0243,36.6,0.485,0
non_8901,2016-06-30,Nagaland,25.7902,94.1318,17.9,0.478,0
8222,2016-06-22,Assam,26.1961,91.7825,11.7,0.478,1
7778,2015-08-26,Mizoram,23.8447,93.0514,15.3,0.421,1
9620,2016-10-15,Sikkim,27.172,88.5292,0.0,0.391,1
non_868,2008-11-08,Assam,26.3333,91.25,0.0,0.456,0
7887,2015-08-16,Arunachal Pradesh,27.8835,96.9262,12.6,0.425,1
non_247,2007-08-09,Manipur,25.0604,93.9877,21.5,0.489,0
6968,2015-06-13,Meghalaya,25.463,92.2121,40.2,0.466,1
non_7665,2015-09-10,Manipur,24.7016,93.5291,4.7,0.413,0
non_4990,2013-07-17,Sikkim,27.3765,88.7628,24.4,0.426,0
6112,2014-06-28,Assam,26.1964,91.7652,4.5,0.454,1
non_7390,2015-08-11,Manipur,24.4265,94.1913,16.6,0.424,0
247,2007-09-08,Manipur,25.0604,93.9877,21.5,0.489,1
non_130,2007-07-04,Assam,26.1699,91.7986,12.5,0.475,0
9168,2016-06-12,Arunachal Pradesh,27.6438,93.871,11.6,0.423,1
4434,2012-06-25,Assam,26.1049,91.7369,36.9,0.485,1
594,2008-06-19,Manipur,24.9336,93.8275,15.6,0.47,1
3794,2011-07-17,Sikkim,26.99195749,88.42280921,19.8,0.422,1
non_6105,2014-07-06,Arunachal Pradesh,28.9205,95.3429,9.2,0.424,0
non_7664,2015-08-31,Manipur,24.7459,93.4251,4.7,0.415,0
non_7388,2015-08-21,Manipur,24.416,94.0984,33.3,0.435,0
2296,2010-08-20,Sikkim,27.167,88.3652,34.6,0.423,1
